,username,total_score,categ1,categ2,categ3,categ4,idx_PV
610,Anetode,977.0,Technology,Internet,Society,Philosophy,500.0
611,AngelOfSadness,1035.0,Entertainment,Music,People,Culture,2090.0
612,Angela,989.0,Other,Internet,Government,Organizations,1597.0
613,Angelbo,582.0,Geography,History,Military,Culture,5069.0
614,Angelo,466.0,Science Fiction,Food and drink,Information,Religion,
615,Angelo.romano,1038.0,Sports,Business,Lists,Society,2481.0
616,Angelo1345,492.0,Events,Geography,People,Disaster,4904.0
617,Anger22,809.0,Music,Entertainment,Concepts,Technology,611.0
618,Anglius,528.0,,,,,3650.0
619,AngryParsley,500.0,Geography,History,Technology,Society,2424.0
620,Angryapathy,821.0,Entertainment,Food and drink,Health,Science,3288.0
621,Angrysockhop,682.0,People,Entertainment,Education,Sports,2093.0
622,Angusmclellan,1038.0,History,Government,Military,Culture,105.0
623,AniMate,930.0,Society,Human behavior,Entertainment,Health,164.0
625,Anietor,652.0,Religion,Politics,Society,Culture,6761.0
626,Anilocra,666.0,Biology,Environment,History,Media,4826.0
627,Animeshkulkarni,103.0,,,,,5609.0
628,Animum,1019.0,Internet,Television,People,Philosophy,276.0
629,Anir1uph,778.0,Military,Technology,Geography,Economy,5139.0
630,Anirishwoman,446.0,Culture,Education,Sports,History,3346.0
631,Anirudhsbh,136.0,,,,,537.0
632,Anittas,592.0,History,Geography,Culture,Government,2843.0
633,Ankit,113.0,,,,,
634,AnmaFinotera,1067.0,Entertainment,Lists,People,Other,3725.0
635,Anmol.2k4,487.0,Business,Politics,Technology,Nature,6314.0
636,Anna,100.0,,,,,4440.0
637,Annalisa,139.0,Sports,Science,Health,Philosophy,
638,Anom8trw8,549.0,Entertainment,People,Time,Society,5574.0
639,Anomie,982.0,Technology,Culture,Information,Internet,4489.0
640,Anomo,632.0,Religion,Concepts,Lists,Other,1474.0
641,AnonEMouse,844.0,People,Entertainment,Law,Other,842.0
642,AnonGuy,719.0,Technology,Sports,Government,Nature,7453.0
643,AnonMoos,921.0,Religion,Culture,Philosophy,Concepts,6009.0
644,Anonimu,822.0,History,Government,Politics,Society,6512.0
645,Anonymous101,720.0,Sports,Mass media,Tourism,Law,7163.0
646,AnotherSolipsist,427.0,Health,Law,Human behavior,Philosophy,3027.0
647,Anowlin,104.0,,,,,3165.0
648,Ansell,654.0,Religion,Sports,Business,History,1611.0
649,Ansh666,845.0,Current events,Technology,Education,Military,5054.0
650,Antandrus,1146.0,Arts,History,Culture,Music,77.0
651,Antarctic-adventurer,630.0,,,,,5063.0
652,Antares911,2.0,,,,,7349.0
653,Antelan,589.0,Medicine,Alternative medicine,Science,Society,1926.0
654,Anthere,844.0,Environment,Law,Knowledge,Economy,4217.0
655,Anthon01,542.0,Health,Alternative medicine,Philosophy,Law,5131.0
656,Anthony,733.0,Politics,History,Technology,Society,
657,Anthony Bradbury,1006.0,History,Politics,War,Science,497.0
658,Anthonyhcole,894.0,Health,Geography,Philosophy,Psychology,1638.0
659,AntiVMan,283.0,Mass media,Variance,Government,Entertainment,3294.0
660,Anticipator,599.0,Education,Human behavior,Community mobilization,Implicit learning,5775.0
661,Antidiskriminator,831.0,History,Military,Skanderbeg,Society,3973.0
662,Antiquary,716.0,Lists,Architecture,Culture,Religion,5402.0
663,Antivenin,102.0,,,,,1466.0
664,Anupam,1059.0,Religion,Language,Christianity,Pashtuns,6391.0
665,Anynobody,608.0,Religious figures,Aircraft carrier,Government,United States history,2338.0
666,Anythingyouwant,911.0,Politics,Religion,United States politics,Media,5762.0
667,Anárion,601.0,Entertainment,Technology,Gaming,Acronyms,1144.0
668,Aoi,909.0,Mass media,Culture,Television,Music,5516.0
669,Apantomimehorse,438.0,Internet,Technology,Engineering,Information,6270.0
670,Apers0n,635.0,Health,Medicine,Biology,Genetics,5700.0
671,Apis,100.0,,,,,
672,Apoc2400,887.0,Business,Government,Society,Media,1237.0
673,ApolloBoy,658.0,Transportation,Automotive,History,Culture,6806.0
674,Apollomelos,441.0,Religion,Society,Philosophy,Law,5760.0
675,Apoxyomenus,825.0,Culture,Music,Lists,Knowledge,
676,Appleboy,424.0,Politics,Entertainment,History,Philosophy,3222.0
677,Appleseed,557.0,History,Government,Economy,Society,3621.0
678,Appleworm,264.0,Geography,Media,History,Culture,1434.0
679,Appraiser,750.0,Geography,Education,Government,History,5657.0
680,ApprenticeFan,913.0,Mass media,Sports,Entertainment,Society,3587.0
681,Aprock,669.0,Human behavior,Politics,Society,Philosophy,5837.0
682,Apterygial,609.0,History,Sports,Military,Exploration,3199.0
683,Apteva,647.0,Energy,Economy,Technology,Environment,2944.0
684,Apwoolrich,728.0,Culture,History,Information,Education,6286.0
685,Apyule,705.0,Entertainment,Technology,Travel,Business,7471.0
686,Aquasplash,219.0,People,Food and drink,Nature,Geography,3702.0
687,Aquilina,636.0,Geography,Society,Culture,Politics,1868.0
688,Aquillion,733.0,Society,Politics,Internet,Human behavior,1662.0
689,Aqwis,914.0,Geography,Education,Transportation,Culture,260.0
690,Ar,286.0,Computer science,Literature,History,Culture,7326.0
691,Arabani,448.0,Entertainment,Science,Lists,Technology,7300.0
692,Aradic-es,488.0,Government,History,Geography,Politics,5994.0
693,Arakunem,915.0,Entertainment,Space,Aviation,Film,2026.0
694,Aramgar,547.0,History,Culture,Military,Religion,2672.0
695,Aranae,720.0,Biology,Animals,Mammals,Rodents,3850.0
696,Aranel,780.0,Pop culture,Anime,Television,Literature,4144.0
697,Aravind,234.0,Food and drink,Lists,,,
698,Arbeit,138.0,Biography,Law,Business,,
699,Arbitrarily0,1020.0,Entertainment,Science,Health,Lists,2775.0
700,Arbustoo,711.0,Education,Religion,History,Government,2853.0
701,ArcAngel,1141.0,Entertainment,Lists,Sports,Culture,147.0
702,Arcandam,623.0,Religion,Politics,Internet,Creativity,2327.0
703,Arcayne,752.0,Film,History,Pop Culture,Fiction,2166.0
704,Arce,373.0,War,Transportation,Media,Cultural Icons,6986.0
705,Arcfrk,643.0,Mathematics,Geometry,Algebra,Calculus,6186.0
706,Arch,223.0,Geography,Flags,Castles,,
707,Archaeo,290.0,Law,Popular Culture,Biographies,Science,3904.0
708,Archer7,535.0,Animals,History,Humor,Environment,6885.0
709,Archivist,100.0,,,,,7417.0
710,Archola,618.0,Religion,Music,Fiction,Science,2790.0
711,ArchonMagnus,643.0,Video Games,Literature,Politics,Mythology,1364.0
712,Archtransit,621.0,Transportation,Technology,Engineering,Aviation,2036.0
714,Arctic Fox,531.0,Technology,Lists,Nature,Concepts,2432.0
715,Arcticocean,1214.0,Government,Law,Philosophy,Geography,
716,Arda Xi,612.0,Education,War,Technology,Entertainment,
717,Ardenn,715.0,Business,Politics,Education,Religion,1817.0
718,Ardo191,645.0,Entertainment,Education,Sports,Technology,6479.0
719,Ardric47,883.0,Lists,Government,History,Society,3821.0
720,AreJay,639.0,Geography,History,Culture,Society,3526.0
721,AresAndEnyo,535.0,Music,Entertainment,Arts,Technology,7455.0
722,Arf!,579.0,Music,Sports,Technology,Culture,1859.0
723,Arfan,523.0,Sports,Entertainment,Fiction,Culture,6175.0
724,Argentino,556.0,History,Politics,Geography,Law,2415.0
725,Argyle,100.0,,,,,
726,Argyriou,734.0,Culture,Business,Government,Construction,834.0
727,Ari89,708.0,Religion,History,Philosophy,Other,6865.0
728,Arichnad,826.0,Business,Society,Technology,Education,3730.0
729,Arichperson,110.0,,,,,7207.0
730,ArieScheurwater,602.0,Entities,Technology,Media,Culture,6414.0
731,Ariedartin,538.0,Government,Religion,Military,Society,6374.0
732,ArielGlenn,424.0,Politics,Science,Environment,Mathematics,5848.0
733,ArielGold,1004.0,Space,Technology,History,Lists,1074.0
734,Arienh4,103.0,,,,,3693.0
735,Arimareiji,463.0,Conflict,Media,Social Issues,Culture,4284.0
736,Aristovoul0s,524.0,Geography,Government,History,Conflict,3699.0
737,Arjun01,1025.0,Culture,Concepts,History,People,503.0
739,Ark30inf,531.0,Lists,History,Military,Politics,7321.0
740,Arknascar44,643.0,Education,Nature,Entertainment,Sports,1944.0
741,Arkon,615.0,Politics,Law,Government,History,3220.0
742,ArmadilloFromHell,805.0,Literature,Science,Geography,Health,7418.0
743,Armanaziz,900.0,Culture,Economy,Society,Other,6800.0
744,Armando341,197.0,Crime,Technology,Food and drink,People,7346.0
745,Armbrust,,Sports,Entertainment,Time,Lists,
746,Armeisen,354.0,Mass media,Religion,Society,History,5196.0
747,Arminius,552.0,Law,Politics,Business,History,2141.0
748,Armon,650.0,Politics,Society,Culture,Media,1374.0
749,Arndisdunja,502.0,Literature,Culture,Geography,Philosophy,4823.0
750,Arniep,693.0,People,Entertainment,Lists,Culture,5174.0
751,ArnoldReinhold,835.0,Technology,Law,Military,Science,5414.0
752,Arnon,365.0,Geography,Politics,History,Business,
753,Aromanian,137.0,People,,,,6718.0
754,AroundTheGlobe,691.0,Religion,Sports,Society,History,3859.0
755,Arrigo,574.0,History,People,Government,Philosophy,7338.0
756,Arrow740,688.0,Religion,Concepts,Culture,Philosophy,3604.0
757,Arrowhead1,231.0,Entertainment,Arts,Music,Lists,6322.0
758,Ars,100.0,,,,,
759,Arseni,527.0,History,Culture,Geography,Religion,4152.0
760,Arsenikk,907.0,Transportation,Geography,Politics,Technology,5413.0
761,Arsonal,768.0,Education,Culture,Entertainment,Lists,3458.0
762,Artaxiad,809.0,History,Government,Geography,Other,2758.0
763,Artem,115.0,Technology,Science,Mathematics,Life,
764,Arteyu,702.0,Sports,Lists,People,Mass media,3510.0
765,ArthurWeasley,508.0,History,Society,Nature,Entertainment,6844.0
766,Artichoker,685.0,Entertainment,Gaming,Lists,Other,1166.0
767,Arubiez,133.0,Music,Law,Education,Culture,4486.0
768,Arunram,833.0,Geography,Tourism,Lists,Events,5900.0
769,Arvindn,551.0,Technology,Games,Cryptography,Society,7385.0
770,Arwel,101.0,,,,,
771,Arxiloxos,808.0,Sports,People,Entertainment,Media,2600.0
772,Arzel,559.0,Politics,Mass media,Government,Economy,4733.0
773,Asabbagh,518.0,Geography,History,Culture,Society,6842.0
774,Asbestos,756.0,Entertainment,Health,Technology,Philosophy,2580.0
775,Ascidian,714.0,Nature,History,People,Military,4318.0
776,Asdfasdf1231234,612.0,Geography,Transportation,Education,Lists,4433.0
777,Asenine,696.0,Education,Entertainment,People,Religion,249.0
778,Asgardian,610.0,Concepts,Fictional universe,Culture,Society,6947.0
779,AshLin,910.0,Science,Nature,People,Environment,3162.0
780,Ashapochka,214.0,Language,Government,Knowledge,Other,5685.0
781,Ashay,0.0,,,,,
782,Ashdog137,638.0,History,Politics,Education,Mass media,2156.0
783,Ashdurbat,534.0,Entertainment,Technology,History,Music,6684.0
784,Ashenai,732.0,Culture,Politics,Internet,Mass media,2290.0
785,Ashton1983,523.0,Humanities,Science,Society,Philosophy,1141.0
786,Asics,692.0,Entertainment,Sports,Music,Military,5346.0
787,Asim,343.0,Culture,Religion,Tools,Art,
788,Askolnick,466.0,Religion,Health,Philosophy,Other,7101.0
789,Aspects,,Entertainment,People,Television,Music,
790,Asperal,444.0,Economics,Mathematics,Engineering,History,6203.0
791,Assorg,103.0,,,,,5433.0
792,Astanhope,727.0,Law,Politics,Society,Health,4316.0
793,Asteraki,551.0,Geography,History,Government,Culture,6259.0
794,Asterion,847.0,Geography,History,Food and drink,Culture,962.0
795,Astral,607.0,Entertainment,People,Internet,Lists,2527.0
796,AstroHurricane001,770.0,Lists,Nature,Technology,Health,1148.0
797,Astronaut,784.0,Architecture,Lists,Government,Economy,6250.0
798,Astronomyinertia,640.0,Education,Society,History,Politics,5093.0
799,Astrotrain,676.0,Geography,Government,Time,Culture,853.0
800,Astroview120mm,631.0,Internet,Entertainment,Technology,Concepts,3224.0
801,Astrowob,562.0,Order,Television,Aviation,Religion,7136.0
802,Asyndeton,483.0,Television,People,Literature,History,6634.0
803,Atakdoug,566.0,Geography,Sports,Nature,Science,6813.0
804,Atama,902.0,Entertainment,Technology,Culture,Geography,101.0
805,Atanamir,561.0,Transportation,Geography,Lists,Government,7264.0
806,Atari2600tim,612.0,Internet,Entertainment,Education,People,7285.0
807,Atari965,103.0,,,,,7415.0
808,Atemperman,596.0,Language,Humanities,Science,Society,4901.0
809,Atethnekos,802.0,Philosophy,Religion,History,Literature,4639.0
810,Athaenara,957.0,Culture,Technology,Society,Environment,152.0
811,AtheWeatherman,794.0,Geography,Nature,History,Weather,298.0
812,AtilimGunesBaydin,624.0,Culture,Education,Language,People,6901.0
813,Atlan,789.0,Entertainment,Media,People,Products,2573.0
814,Atlantis,100.0,,,,,
815,Atlas87,190.0,,,,,4879.0
816,Atmoz,104.0,,,,,695.0
817,Atomaton,737.0,Human behavior,Health,People,Religion,6975.0
818,Atomician,574.0,Nature,Entertainment,History,Society,4683.0
819,Atropos,584.0,Entertainment,Philosophy,Literature,History,3259.0
820,Atsakiris,409.0,Science,Psychology,Parapsychology,Skepticism,6274.0
821,Attic,0.0,,,,,
822,AttishOculus,359.0,Medicine,Chemistry,Technology,Culture,5723.0
823,Aua,847.0,Business,Food and drink,Education,History,3306.0
824,AubreyEllenShomo,846.0,Law,Entertainment,Health,Society,977.0
825,AuburnPiIot,453.0,Television,Politics,Environment,Education,4983.0
826,AuburnPilot,1050.0,Politics,Crime,Television,Environment,351.0
827,Aucaman,690.0,Government,Culture,People,Religion,1540.0
828,Audacitor,465.0,Technology,Science,Education,Geography,6031.0
829,Audacity,934.0,Culture,Communication,Education,Business,1717.0
831,Aude,952.0,History,Government,Society,People,797.0
832,Audiovideo,551.0,Environment,Military,Law,Culture,3633.0
833,Aunt,100.0,,,,,
834,Auroranorth,618.0,Geography,Education,Economy,Media,2733.0
835,Ausir,801.0,Literature,Fantasy,Gaming,History,5243.0
836,AussieLegend,,Television,Popular culture,Technology,Geography,
837,Austin,127.0,Radio,Geography,Music,Lists,
838,AustralianRupert,1050.0,Military,History,Society,People,2694.0
839,Austrian,615.0,History,Culture,People,Time,5702.0
840,AutoGyro,597.0,Entertainment,Lists,People,Literature,4039.0
841,Autocracy,719.0,Education,Economy,Internet,Nature,4167.0
842,AutomaticStrikeout,905.0,,,,,435.0
843,Autumnleaf,396.0,People,Entertainment,Business,Culture,6823.0
844,Avador,580.0,Music,Games,Entities,Other,4605.0
845,Avala,830.0,Government,Politics,Society,History,3857.0
846,Avalon,715.0,Education,Law,Heraldry,Lists,5142.0
847,Avatar,469.0,Concepts,Culture,Entities,Information,
848,Avb,686.0,Health,Science,Language,Philosophy,2323.0
849,Ave,725.0,Sports,Education,Mass media,People,
850,Avenged Eightfold,964.0,Sports,History,Biographies,Business,2721.0
851,Avenue,758.0,Geography,Nature,Disasters,Time,1406.0
852,Averykrouse,533.0,Education,Literature,Entertainment,Business,6599.0
853,Avg,660.0,Sports,Geography,Culture,Society,3313.0
854,Avicennasis,988.0,Entertainment,Technology,Health,History,1650.0
855,Avillia,588.0,Technology,Business,Science,Media,1927.0
856,Avinesh,736.0,Government,Humanity,Lists,Society,
857,Avineshjose,102.0,,,,,3884.0
858,Avnative,564.0,Geography,Lists,People,Government,2893.0
859,Avocado,636.0,Transportation,Medicine,Criticism,Biology,6673.0
860,Avogadro94,445.0,Sports,Geography,Education,Politics,7102.0
861,Avono,108.0,Culture,Literature,,,3270.0
862,Avraham,1200.0,Religion,Statistics,Health,History,107.0
863,Avruch,103.0,,,,,244.0
864,Awadewit,110.0,,,,,4615.0
865,Awesome,141.0,,,,,
866,Awesomeness,498.0,Entertainment,Technology,Fiction,Society,3801.0
867,Awickert,659.0,Nature,Geography,Environment,Lists,3746.0
868,Awilley,1090.0,Culture,People,Business,History,
869,Awotter,606.0,Business,History,Military,People,7179.0
870,Awyong,102.0,Other,,,,
871,AxG,1058.0,Mass media,Entertainment,,,5538.0
872,AxSkov,695.0,Language,Culture,Geography,,3754.0
873,AxelBoldt,796.0,Science,Health,Humanities,Nature,5170.0
874,Axiomm,418.0,Sports,Weather,People,Entertainment,1782.0
875,Axl,837.0,Health,Biology,Religion,Animals,6.0
876,Axon,664.0,Society,Politics,Information,Philosophy,3788.0
877,Axxand,651.0,Education,Culture,Entertainment,Geography,2488.0
878,AySz88,647.0,Entertainment,Nature,Literature,History,1521.0
879,Aydee,530.0,Entertainment,Mathematics,Internet,Philosophy,2908.0
880,Ayinyud,577.0,Religion,History,People,Society,4550.0
881,Az1568,711.0,Knowledge,History,Culture,Health,3663.0
883,AzaToth,1207.0,Technology,Language,Nature,Transportation,2352.0
884,Azathar,600.0,University,Culture,New England,Fantasy,7352.0
885,Azylber,752.0,Allegro (train),Les Misérables adaptations,Wulanhua,Geography,5057.0
886,B,1179.0,Sports,Campus life,Controversy,Tragedy,294.0
887,B.hotep,218.0,Music,Health,Technology,,3237.0
888,B.s.n.R.N.,103.0,,,,,3891.0
889,B3virq3b,466.0,Education,Transportation,Singapore,History,3829.0
890,B4rr4g3,430.0,Shopping,Literature,Technology,Culture,6890.0
891,BACbKA,656.0,Mathematics,Science,Technology,History,6233.0
892,BBwoman1,281.0,Mass media,Geography,,,7216.0
893,BDD,1035.0,Sports,Politics,Society,Lists,2613.0
894,BL,103.0,Entertainment,Health,,,6355.0
895,BLGM5,483.0,Entertainment,Food and drink,Culture,Philosophy,1628.0
896,BM,703.0,Religion,Politics,Other,,3241.0
897,BMRR,827.0,Government,Geography,Transportation,Entities,4676.0
898,BOZ,972.0,Entertainment,Concepts,History,Technology,1763.0
899,BRMo,757.0,Sports,History,Culture,People,5474.0
900,BRUTE,605.0,,,,,5377.0
901,BScar23625,481.0,History,Geography,Politics,People,4235.0
902,BSveen,508.0,Culture,Religion,Geography,Society,4208.0
903,BTLizard,692.0,Entertainment,Music,People,History,4568.0
904,BWD,662.0,Education,Government,Technology,Economy,2012.0
905,Baad,526.0,Sociology,Demographics,Religion,Film,4539.0
906,Babajobu,790.0,Politics,Philosophy,Religion,Media,1477.0
907,BabbaQ,1051.0,Crime,People,Television,Media,5821.0
908,BabelStone,864.0,Culture,Information,Lists,History,4595.0
909,BabyNuke,624.0,Nature,Geography,Transportation,Entertainment,6336.0
910,Baccyak4H,708.0,Science,Religion,Society,History,2213.0
911,Backburner001,630.0,Emergency management,Fire protection,People,Education,3462.0
912,Backsigns,258.0,Mass media,Zeitgeist,Culture,Entertainment,3558.0
913,BadSeed,546.0,History,Humanities,Censorship,Philosophy,5256.0
914,Badagnani,902.0,Food and drink,Cultural figures,History,Society,2490.0
915,Badbilltucker,824.0,Lists,Religion,Culture,Media,1691.0
916,Badgernet,802.0,Sports,People,Nature,Literature,4328.0
917,Badgerpatrol,708.0,Education,Science,Government,Culture,1981.0
918,Badmintonhist,504.0,Mass media,Sports,Politics,Time,4736.0
919,Baegis,533.0,Pseudoscience,People,History,Culture,1823.0
920,Bagumba,,Sports,People,Entertainment,Society,
921,Bahamut0013,806.0,Military,History,Lists,Government,2695.0
922,Bahudhara,745.0,Geography,History,Culture,Nature,4895.0
923,Baiji,497.0,Geography,History,Society,Culture,3072.0
924,Bailo26,867.0,Education,Entertainment,Business,Time,4490.0
925,Bakasuprman,801.0,Politics,Religion,History,Society,794.0
926,BalanceRestored,517.0,Religion,Philosophy,History,Society,6196.0
927,Balcer,616.0,History,Geography,Government,Science,3765.0
928,Bald Zebra,885.0,Sports,Geography,Culture,Entertainment,
929,Baldhur,543.0,Geography,Nature,Lists,Culture,5422.0
930,Ballista,625.0,Nature,History,Technology,Entertainment,6482.0
931,Balloonman,750.0,,,,,68.0
932,BanRay,892.0,Sports,People,Entertainment,History,3478.0
933,Banana04131,643.0,Politics,Culture,Media,Society,915.0
934,Banaticus,1001.0,Geography,Entertainment,Business,Technology,4398.0
935,Banes,784.0,Politics,Social Issues,History,Biography,337.0
936,Banime,638.0,History,Military,Law,Education,728.0
937,Banzai777,360.0,Entertainment,Music,Games,Technology,5999.0
